transaction_id,user_id,amount,hour,day_of_week,category,age,gender,country,device,payment_method,ip_address,location,transaction_time,item_quantity,shipping_address,browser_info,is_fraud
3809,7452,28.543238038319718,10,1,books,37,F,China,mobile,paypal,214.87.174.251,Montreal,2025-11-15 16:00:00,9,Same as billing,Firefox,0.0
3810,7015,45.46153798002574,9,0,books,55,M,Canada,desktop,bank_transfer,224.119.218.118,Toronto,2025-11-15 16:15:00,9,Different,Safari,0.0
3811,8426,37.69736095315737,11,0,toys,45,F,China,mobile,debit_card,124.58.90.163,Guangzhou,2025-11-15 16:30:00,5,Same as billing,Firefox,0.0
3812,3744,27.93841025191793,7,2,clothing,73,M,India,mobile,debit_card,209.14.173.117,London,2025-11-15 16:45:00,8,Different,Edge,0.0
3813,5070,23.161526184431644,7,5,clothing,76,F,USA,desktop,crypto,230.11.252.219,Toronto,2025-11-15 17:00:00,6,Different,Firefox,0.0
3814,8103,23.196861480686913,21,0,toys,59,F,Germany,mobile,debit_card,206.60.232.244,London,2025-11-15 17:15:00,8,Same as billing,Safari,0.0
3815,3378,15.183692876805555,18,6,home,20,F,Germany,mobile,credit_card,31.206.254.120,Toronto,2025-11-15 17:30:00,9,Different,Chrome,0.0
3816,7396,5.779668729006367,12,3,home,65,M,Canada,desktop,crypto,207.75.7.186,Bangalore,2025-11-15 17:45:00,4,Different,Firefox,0.0
3817,9114,30.87097646931978,10,2,electronics,54,M,India,mobile,crypto,1.192.73.43,Bangalore,2025-11-15 18:00:00,4,Different,Edge,0.0
3818,3174,14.558662963544684,22,1,clothing,54,F,India,tablet,bank_transfer,87.92.114.178,Chicago,2025-11-15 18:15:00,7,Different,Edge,0.0
3819,8412,14.374711297761866,18,1,clothing,59,F,UK,mobile,paypal,167.81.44.201,Bangalore,2025-11-15 18:30:00,5,Same as billing,Firefox,0.0
3820,7652,10.642155290441622,20,1,clothing,42,F,Germany,mobile,crypto,187.7.171.229,Guangzhou,2025-11-15 18:45:00,4,Different,Firefox,0.0
3821,1737,13.531797057951174,8,0,home,40,M,UK,tablet,crypto,53.135.207.76,Birmingham,2025-11-15 19:00:00,2,Different,Chrome,0.0
3822,5203,6.430511729981196,9,2,books,30,M,UK,mobile,crypto,37.89.37.71,Montreal,2025-11-15 19:15:00,2,Different,Chrome,0.0
3823,9216,35.34041523868394,20,1,toys,74,F,Canada,desktop,bank_transfer,167.203.233.20,Bangalore,2025-11-15 19:30:00,4,Different,Chrome,0.0
3824,744,23.06287023407124,23,2,toys,41,F,Germany,desktop,crypto,137.120.220.147,Guangzhou,2025-11-15 19:45:00,8,Different,Safari,0.0
3825,2132,30.26860694479153,8,0,groceries,20,M,China,tablet,paypal,8.81.64.19,Montreal,2025-11-15 20:00:00,8,Different,Edge,0.0
3826,2861,33.66309281093598,12,3,groceries,67,M,India,desktop,paypal,169.17.117.221,Chicago,2025-11-15 20:15:00,7,Same as billing,Firefox,0.0
3827,2168,48.76180530242716,13,3,books,68,M,USA,mobile,crypto,128.149.66.152,Toronto,2025-11-15 20:30:00,4,Same as billing,Firefox,0.0
3828,341,8.071963963497545,16,3,clothing,55,F,China,desktop,bank_transfer,172.33.43.145,Bangalore,2025-11-15 20:45:00,7,Same as billing,Firefox,0.0
3829,2768,23.80629581741471,14,0,books,76,M,China,mobile,debit_card,177.231.234.18,Bangalore,2025-11-15 21:00:00,9,Different,Safari,0.0
3830,902,16.065407008691647,17,1,groceries,45,M,China,mobile,crypto,225.46.182.91,Birmingham,2025-11-15 21:15:00,8,Different,Edge,0.0
3831,5159,26.452036933556638,10,0,electronics,43,F,India,mobile,crypto,120.205.229.199,Chicago,2025-11-15 21:30:00,5,Same as billing,Chrome,0.0
3832,295,46.42125352762497,6,2,groceries,37,M,UK,mobile,credit_card,244.100.95.13,Montreal,2025-11-15 21:45:00,3,Same as billing,Safari,0.0
3833,2287,37.57929193616681,19,3,toys,44,M,UK,mobile,bank_transfer,231.140.194.39,New York,2025-11-15 22:00:00,2,Same as billing,Safari,0.0
3834,2430,34.7877313915952,8,2,books,18,F,Germany,desktop,paypal,32.236.253.252,Birmingham,2025-11-15 22:15:00,4,Same as billing,Edge,0.0
3835,4941,24.856064439402985,20,0,home,27,M,Germany,mobile,bank_transfer,196.76.223.254,Lyon,2025-11-15 22:30:00,9,Different,Edge,0.0
3836,3706,35.20006242684961,15,4,groceries,27,F,China,tablet,bank_transfer,78.66.163.100,New York,2025-11-15 22:45:00,4,Different,Firefox,0.0
3837,8568,6.456891977348365,15,4,toys,78,F,Canada,tablet,crypto,252.19.162.0,Lyon,2025-11-15 23:00:00,9,Same as billing,Edge,0.0
3838,160,31.38074024134525,8,6,clothing,74,F,France,tablet,credit_card,204.95.121.188,Guangzhou,2025-11-15 23:15:00,5,Different,Chrome,0.0
3839,4027,29.91994531696617,11,0,books,71,F,China,desktop,crypto,26.137.15.184,Berlin,2025-11-15 23:30:00,3,Different,Firefox,0.0
3840,6396,20.598819438343675,10,1,groceries,18,M,China,tablet,bank_transfer,199.195.169.233,Guangzhou,2025-11-15 23:45:00,6,Same as billing,Firefox,0.0
3841,2691,14.068135644084878,19,5,home,49,F,India,mobile,crypto,19.15.63.85,Birmingham,2025-11-16 00:00:00,9,Different,Safari,0.0
3842,8858,41.33999979496854,22,2,groceries,68,M,India,desktop,bank_transfer,143.90.175.191,Bangalore,2025-11-16 00:15:00,8,Different,Safari,0.0
3843,9863,7.423795150479341,17,0,home,49,M,France,desktop,paypal,137.128.93.201,Toronto,2025-11-16 00:30:00,3,Same as billing,Safari,0.0
3844,6221,8.13527889906145,14,0,books,60,M,India,mobile,crypto,235.201.100.71,Lyon,2025-11-16 00:45:00,4,Same as billing,Firefox,0.0
3845,1300,24.823478479286596,8,4,electronics,44,M,France,tablet,crypto,180.150.95.126,Birmingham,2025-11-16 01:00:00,4,Different,Chrome,0.0
3846,2954,16.364954633387228,23,3,home,30,F,UK,mobile,paypal,68.137.200.113,Berlin,2025-11-16 01:15:00,1,Same as billing,Safari,0.0
3847,7124,38.54535860781592,9,3,home,34,M,Canada,tablet,crypto,99.52.174.207,Bangalore,2025-11-16 01:30:00,5,Different,Safari,0.0
3848,9528,33.538553461453596,19,5,toys,45,M,India,tablet,bank_transfer,84.133.40.167,London,2025-11-16 01:45:00,3,Same as billing,Safari,0.0
3849,7072,39.76406582569842,11,1,electronics,42,M,France,tablet,debit_card,95.172.247.91,Berlin,2025-11-16 02:00:00,7,Same as billing,Edge,0.0
3850,236,19.61055303520105,20,1,books,69,F,China,tablet,crypto,175.199.85.87,Lyon,2025-11-16 02:15:00,7,Same as billing,Firefox,0.0
3851,1129,38.32335228280403,22,5,groceries,67,M,Germany,tablet,paypal,206.113.113.175,Berlin,2025-11-16 02:30:00,5,Same as billing,Edge,0.0
3852,2694,43.803645621187954,10,1,electronics,53,M,India,mobile,paypal,189.52.114.54,Lyon,2025-11-16 02:45:00,5,Same as billing,Firefox,0.0
3853,7306,20.537352248835727,11,6,clothing,64,M,China,desktop,debit_card,200.189.187.13,Bangalore,2025-11-16 03:00:00,1,Same as billing,Chrome,0.0
3854,761,20.295311952282503,10,6,books,19,M,India,desktop,bank_transfer,250.134.197.166,London,2025-11-16 03:15:00,4,Different,Edge,0.0
3855,2572,45.49781317578918,19,4,electronics,49,F,UK,desktop,credit_card,8.164.249.147,Guangzhou,2025-11-16 03:30:00,1,Same as billing,Safari,0.0
3856,186,7.240561393446911,9,0,books,49,F,UK,mobile,bank_transfer,133.114.3.99,Toronto,2025-11-16 03:45:00,1,Different,Edge,0.0
3857,6319,20.758523257887994,10,1,clothing,23,F,China,mobile,crypto,156.61.38.57,Guangzhou,2025-11-16 04:00:00,8,Different,Edge,0.0
3858,8243,10.340262143231183,16,4,groceries,71,F,India,desktop,paypal,246.247.84.24,Lyon,2025-11-16 04:15:00,9,Same as billing,Chrome,0.0
3859,7068,6.30412656124893,7,6,toys,48,F,Germany,tablet,paypal,101.170.120.137,Toronto,2025-11-16 04:30:00,2,Same as billing,Safari,0.0
3860,2873,10.079123794106994,7,2,electronics,76,M,Canada,desktop,bank_transfer,19.44.186.107,Guangzhou,2025-11-16 04:45:00,9,Same as billing,Safari,0.0
3861,1800,24.40606060311246,17,0,groceries,72,F,Canada,desktop,bank_transfer,201.157.45.166,New York,2025-11-16 05:00:00,1,Different,Chrome,0.0
3862,2800,35.91302311525058,21,5,clothing,26,F,France,tablet,crypto,150.232.55.167,Birmingham,2025-11-16 05:15:00,9,Same as billing,Safari,0.0
3863,6915,18.017709099888332,22,2,groceries,60,M,Germany,tablet,bank_transfer,167.103.54.110,Toronto,2025-11-16 05:30:00,1,Different,Chrome,0.0
3864,1747,43.235388833050614,9,3,books,74,F,USA,tablet,debit_card,88.187.109.214,Guangzhou,2025-11-16 05:45:00,8,Same as billing,Chrome,0.0
3865,6138,24.69270329322575,19,3,toys,69,M,Canada,mobile,debit_card,243.49.121.218,Birmingham,2025-11-16 06:00:00,1,Same as billing,Safari,0.0
3866,5264,48.57026229327846,12,0,home,33,F,France,tablet,credit_card,229.162.23.8,Lyon,2025-11-16 06:15:00,8,Different,Firefox,0.0
3867,5620,47.9370051249665,20,1,electronics,42,M,UK,desktop,paypal,136.76.55.145,Guangzhou,2025-11-16 06:30:00,1,Different,Edge,0.0
3868,3787,39.79743002000668,21,0,groceries,57,M,Canada,desktop,crypto,44.18.181.90,Chicago,2025-11-16 06:45:00,8,Different,Chrome,0.0
3869,696,46.958247326597814,13,1,home,45,F,USA,desktop,crypto,233.196.62.242,Chicago,2025-11-16 07:00:00,2,Same as billing,Firefox,0.0
3870,4645,36.819323427250026,7,5,toys,34,M,UK,desktop,bank_transfer,30.67.244.3,Toronto,2025-11-16 07:15:00,5,Same as billing,Edge,0.0
3871,8776,45.301243549603164,6,3,home,48,F,UK,tablet,paypal,139.184.66.120,Guangzhou,2025-11-16 07:30:00,7,Same as billing,Safari,0.0
3872,8937,15.641317281483794,9,6,groceries,72,F,India,mobile,credit_card,178.205.83.70,Lyon,2025-11-16 07:45:00,8,Different,Firefox,0.0
3873,4857,20.54390900795594,16,6,clothing,40,F,Germany,desktop,credit_card,169.219.213.29,Guangzhou,2025-11-16 08:00:00,6,Same as billing,Chrome,0.0
3874,4484,38.88185297021877,15,0,electronics,48,F,Germany,tablet,credit_card,166.212.230.226,Lyon,2025-11-16 08:15:00,8,Different,Firefox,0.0
3875,9012,24.10525571929507,23,0,books,43,M,China,tablet,paypal,143.152.85.70,Toronto,2025-11-16 08:30:00,3,Same as billing,Edge,0.0
3876,4833,42.6797345221033,6,5,books,21,M,Canada,mobile,credit_card,252.172.172.143,London,2025-11-16 08:45:00,7,Different,Chrome,0.0
3877,7181,44.49374922144988,22,6,electronics,56,M,USA,mobile,debit_card,173.216.186.162,Guangzhou,2025-11-16 09:00:00,7,Same as billing,Chrome,0.0
3878,8790,18.487826812441618,21,1,home,60,M,Germany,tablet,bank_transfer,147.91.65.155,Toronto,2025-11-16 09:15:00,2,Same as billing,Firefox,0.0
3879,7217,42.05528636853081,17,3,books,76,M,France,desktop,credit_card,60.42.219.170,Montreal,2025-11-16 09:30:00,3,Same as billing,Safari,0.0
3880,4829,11.941892197931754,21,3,electronics,60,F,UK,desktop,debit_card,13.69.3.20,Toronto,2025-11-16 09:45:00,8,Same as billing,Edge,0.0
3881,1773,20.038852019158206,14,1,electronics,60,M,France,mobile,debit_card,21.79.157.190,Toronto,2025-11-16 10:00:00,9,Same as billing,Chrome,0.0
3882,8406,28.308422800462502,22,5,books,75,M,UK,tablet,crypto,117.118.37.121,Montreal,2025-11-16 10:15:00,2,Same as billing,Firefox,0.0
3883,7278,15.189969294675148,8,1,clothing,75,M,France,desktop,bank_transfer,67.59.166.162,Bangalore,2025-11-16 10:30:00,9,Different,Safari,0.0
3884,2394,31.067052330883968,23,5,home,70,M,UK,tablet,crypto,35.106.2.165,London,2025-11-16 10:45:00,3,Same as billing,Edge,0.0
3885,3730,31.041278542294098,20,1,clothing,70,M,Germany,tablet,paypal,174.246.17.104,Guangzhou,2025-11-16 11:00:00,1,Different,Chrome,0.0
3886,246,14.310630268290758,20,3,clothing,32,F,France,desktop,debit_card,217.93.51.145,Bangalore,2025-11-16 11:15:00,1,Same as billing,Chrome,0.0
3887,3553,40.80386051984555,21,3,toys,54,M,Canada,desktop,crypto,155.145.196.197,Toronto,2025-11-16 11:30:00,7,Same as billing,Firefox,0.0
3888,4607,33.42400202351736,6,0,home,55,F,Canada,desktop,bank_transfer,251.73.255.113,Berlin,2025-11-16 11:45:00,8,Different,Safari,0.0
3889,5883,19.29922280712294,6,6,clothing,40,F,USA,mobile,debit_card,216.229.225.149,London,2025-11-16 12:00:00,1,Different,Firefox,0.0
3890,7851,15.448315256163136,9,6,groceries,22,M,USA,mobile,credit_card,211.76.3.66,Chicago,2025-11-16 12:15:00,7,Different,Safari,0.0
3891,5728,44.54375624755221,18,5,books,58,F,India,tablet,bank_transfer,187.85.188.147,Montreal,2025-11-16 12:30:00,7,Different,Safari,0.0
3892,8428,42.608401035109374,9,3,home,79,M,China,desktop,credit_card,107.35.111.88,New York,2025-11-16 12:45:00,7,Same as billing,Edge,0.0
3893,3460,15.339230368498685,13,5,toys,77,M,USA,desktop,paypal,54.68.97.32,Chicago,2025-11-16 13:00:00,6,Same as billing,Firefox,0.0
3894,3105,6.602235193242895,18,5,clothing,60,M,France,tablet,credit_card,64.102.73.3,Birmingham,2025-11-16 13:15:00,4,Different,Chrome,0.0
3895,3652,41.203966808440576,13,2,groceries,42,M,UK,desktop,credit_card,156.47.30.193,New York,2025-11-16 13:30:00,4,Different,Chrome,0.0
3896,118,32.69788498692694,19,2,books,47,M,China,desktop,paypal,4.46.125.212,New York,2025-11-16 13:45:00,6,Same as billing,Edge,0.0
3897,2342,9.539691262405686,6,1,books,72,M,USA,desktop,paypal,134.250.81.104,Toronto,2025-11-16 14:00:00,8,Same as billing,Safari,0.0
3898,6418,31.43111927985028,14,6,groceries,43,F,Germany,mobile,credit_card,237.176.12.84,Lyon,2025-11-16 14:15:00,8,Different,Edge,0.0
3899,5197,25.34822084127624,6,5,home,20,M,Canada,tablet,debit_card,241.206.44.233,Berlin,2025-11-16 14:30:00,3,Different,Edge,0.0
3900,8740,39.85476473631612,12,1,books,69,F,Canada,desktop,debit_card,90.92.179.245,Bangalore,2025-11-16 14:45:00,6,Different,Firefox,0.0
3901,2048,14.408817897142852,18,1,books,21,F,Germany,mobile,crypto,237.164.133.185,New York,2025-11-16 15:00:00,4,Different,Safari,0.0
3902,9237,25.39205349372619,20,0,books,72,M,Canada,mobile,crypto,136.247.69.194,Berlin,2025-11-16 15:15:00,9,Different,Chrome,0.0
3903,5718,12.030985141336254,14,2,electronics,64,F,France,tablet,paypal,79.16.166.72,Toronto,2025-11-16 15:30:00,7,Same as billing,Firefox,0.0
3904,4336,48.0887252514881,21,2,clothing,35,F,India,desktop,bank_transfer,46.232.195.123,Guangzhou,2025-11-16 15:45:00,8,Same as billing,Chrome,0.0
3905,7001,40.04321706163238,22,3,clothing,76,F,Germany,mobile,credit_card,52.200.27.93,Lyon,2025-11-16 16:00:00,1,Same as billing,Edge,0.0
3906,2020,38.152509192562846,14,2,books,54,F,India,mobile,paypal,225.61.240.89,Lyon,2025-11-16 16:15:00,4,Same as billing,Safari,0.0
3907,4288,36.05929992593609,11,3,toys,28,M,France,tablet,paypal,32.234.110.101,New York,2025-11-16 16:30:00,6,Different,Chrome,0.0
3908,338,24.050139910987177,17,5,electronics,28,M,China,mobile,paypal,226.111.95.14,Toronto,2025-11-16 16:45:00,6,Different,Chrome,0.0
3909,304,46.547708706641515,21,0,books,53,F,India,desktop,debit_card,166.93.88.79,Lyon,2025-11-16 17:00:00,2,Different,Edge,0.0
3910,5652,8.281265536715242,20,1,home,33,M,Canada,mobile,bank_transfer,109.210.87.51,Berlin,2025-11-16 17:15:00,7,Same as billing,Safari,0.0
3911,5027,41.146658225552834,12,1,electronics,75,M,Germany,mobile,debit_card,218.167.38.155,Guangzhou,2025-11-16 17:30:00,3,Different,Edge,0.0
3912,4490,14.68547294475797,15,5,toys,60,F,Germany,desktop,crypto,120.73.121.85,Montreal,2025-11-16 17:45:00,6,Different,Chrome,0.0
3913,2787,19.58125800352316,9,3,home,42,F,China,mobile,paypal,166.186.125.104,Toronto,2025-11-16 18:00:00,3,Different,Firefox,0.0
3914,5051,28.374337803528874,8,4,groceries,18,M,China,tablet,debit_card,163.157.136.213,Bangalore,2025-11-16 18:15:00,6,Same as billing,Safari,0.0
3915,6260,40.21947549750108,23,5,groceries,43,M,China,mobile,paypal,62.250.237.252,Berlin,2025-11-16 18:30:00,8,Same as billing,Safari,0.0
3916,5488,42.73407084441815,6,3,clothing,62,F,Germany,tablet,bank_transfer,112.82.201.148,London,2025-11-16 18:45:00,5,Different,Safari,0.0
3917,9640,31.26795125720562,18,5,electronics,47,M,Canada,tablet,credit_card,126.10.170.133,London,2025-11-16 19:00:00,1,Different,Edge,0.0
3918,5226,23.136597002060835,23,0,clothing,68,F,Canada,desktop,debit_card,129.255.59.92,Toronto,2025-11-16 19:15:00,3,Same as billing,Edge,0.0
3919,916,47.59260896314445,13,5,clothing,23,M,Canada,tablet,bank_transfer,228.224.1.95,Montreal,2025-11-16 19:30:00,1,Different,Firefox,0.0
3920,9112,16.093458312771574,16,5,electronics,44,F,USA,mobile,credit_card,89.225.35.82,Guangzhou,2025-11-16 19:45:00,8,Different,Firefox,0.0
3921,292,41.13925591462859,15,2,groceries,69,F,USA,desktop,paypal,28.169.126.239,New York,2025-11-16 20:00:00,7,Same as billing,Firefox,0.0
3922,1876,32.542232965166896,9,3,electronics,36,F,India,tablet,bank_transfer,254.57.109.251,New York,2025-11-16 20:15:00,4,Different,Firefox,0.0
3923,3745,21.96027575983462,9,0,home,55,M,UK,tablet,crypto,167.70.124.66,Birmingham,2025-11-16 20:30:00,4,Same as billing,Safari,0.0
3924,6414,5.061559296359156,9,6,toys,62,M,India,tablet,credit_card,76.14.50.68,Montreal,2025-11-16 20:45:00,1,Different,Edge,0.0
3925,8542,25.096968560688207,17,1,clothing,60,F,Germany,mobile,credit_card,186.203.27.96,New York,2025-11-16 21:00:00,4,Same as billing,Safari,0.0
3926,1888,17.452399889403466,13,4,groceries,36,F,India,mobile,paypal,88.19.22.135,London,2025-11-16 21:15:00,1,Same as billing,Firefox,0.0
3927,7474,9.695597599650227,18,4,clothing,56,M,Canada,tablet,crypto,250.238.224.178,Toronto,2025-11-16 21:30:00,5,Same as billing,Firefox,0.0
3928,3800,8.382135440213819,13,3,books,61,M,Germany,desktop,debit_card,107.190.182.94,Berlin,2025-11-16 21:45:00,5,Same as billing,Firefox,0.0
3929,9459,20.64012472902209,8,5,toys,49,F,China,mobile,bank_transfer,121.201.31.20,New York,2025-11-16 22:00:00,2,Same as billing,Safari,0.0
3930,3993,32.66408249332919,17,2,home,65,M,France,desktop,paypal,103.8.142.154,Chicago,2025-11-16 22:15:00,2,Same as billing,Safari,0.0
3931,6911,42.688369191414814,23,5,clothing,18,F,France,mobile,crypto,120.198.41.164,Chicago,2025-11-16 22:30:00,9,Different,Chrome,0.0
3932,9388,13.26034602262971,20,3,books,42,F,Canada,desktop,credit_card,56.235.34.177,Bangalore,2025-11-16 22:45:00,2,Different,Edge,0.0
3933,2779,24.108978708907234,19,4,books,64,F,USA,desktop,credit_card,83.107.47.11,Bangalore,2025-11-16 23:00:00,5,Different,Edge,0.0
3934,4004,22.63802630639685,14,4,toys,30,M,India,tablet,credit_card,76.85.178.12,Bangalore,2025-11-16 23:15:00,9,Different,Firefox,0.0
3935,7360,28.102730414383203,10,5,groceries,27,M,UK,tablet,crypto,47.155.101.244,Chicago,2025-11-16 23:30:00,8,Different,Edge,0.0
3936,604,41.43142718642988,20,5,groceries,35,F,India,tablet,crypto,141.98.29.100,Toronto,2025-11-16 23:45:00,2,Same as billing,Firefox,0.0
3937,9913,29.914034809965568,13,5,clothing,53,M,USA,tablet,debit_card,2.212.240.42,Guangzhou,2025-11-17 00:00:00,2,Same as billing,Edge,0.0
3938,9679,43.099471107603236,8,1,clothing,39,M,Germany,desktop,bank_transfer,107.255.47.58,Chicago,2025-11-17 00:15:00,5,Same as billing,Firefox,0.0
3939,6873,28.334829023104,17,2,groceries,23,F,USA,tablet,credit_card,74.203.24.77,Chicago,2025-11-17 00:30:00,4,Same as billing,Edge,0.0
3940,3916,32.17313143315722,10,2,home,44,M,Canada,mobile,debit_card,77.59.106.80,Toronto,2025-11-17 00:45:00,3,Same as billing,Chrome,0.0
3941,817,24.68224591218454,14,6,home,25,F,China,tablet,crypto,60.235.209.238,Lyon,2025-11-17 01:00:00,4,Same as billing,Chrome,0.0
3942,4534,42.039301113303516,8,6,books,41,F,China,tablet,debit_card,71.27.58.45,New York,2025-11-17 01:15:00,2,Same as billing,Firefox,0.0
3943,758,46.572224286409366,13,4,toys,37,F,USA,mobile,credit_card,59.57.195.206,Toronto,2025-11-17 01:30:00,2,Same as billing,Safari,0.0
3944,5157,33.761513215541555,18,4,home,39,F,France,tablet,bank_transfer,53.66.92.21,London,2025-11-17 01:45:00,4,Same as billing,Firefox,0.0
3945,4108,41.935210212780675,13,3,clothing,26,M,Canada,tablet,debit_card,61.16.228.69,Birmingham,2025-11-17 02:00:00,3,Different,Edge,0.0
3946,5094,7.655150029959513,10,3,home,72,M,India,tablet,crypto,175.224.127.101,Berlin,2025-11-17 02:15:00,7,Same as billing,Chrome,0.0
3947,4334,45.77502881509959,12,6,toys,78,F,Canada,mobile,paypal,109.18.150.98,Lyon,2025-11-17 02:30:00,9,Same as billing,Safari,0.0
3948,3864,13.501628007760607,10,1,clothing,57,M,India,mobile,paypal,220.194.172.106,Berlin,2025-11-17 02:45:00,1,Different,Firefox,0.0
3949,4737,16.543419229661357,14,4,toys,73,M,Canada,tablet,debit_card,6.91.233.154,Lyon,2025-11-17 03:00:00,7,Different,Edge,0.0
3950,2204,7.399853069303581,10,3,groceries,67,F,USA,mobile,crypto,53.76.144.90,Guangzhou,2025-11-17 03:15:00,3,Different,Chrome,0.0
3951,9547,48.44300526383265,13,1,toys,56,F,France,desktop,debit_card,51.46.145.11,Lyon,2025-11-17 03:30:00,4,Different,Chrome,0.0
3952,6901,43.34048822697694,17,2,toys,36,M,USA,mobile,debit_card,202.71.172.4,New York,2025-11-17 03:45:00,2,Same as billing,Edge,0.0
3953,8675,46.09330718409877,9,4,toys,72,M,Germany,tablet,paypal,167.68.76.146,London,2025-11-17 04:00:00,5,Same as billing,Edge,0.0
3954,2707,43.12472754920067,14,0,clothing,67,F,China,mobile,debit_card,192.65.8.99,Birmingham,2025-11-17 04:15:00,8,Different,Edge,0.0
3955,8485,26.578874872457998,19,4,toys,18,F,UK,tablet,paypal,187.179.194.33,London,2025-11-17 04:30:00,2,Different,Firefox,0.0
3956,3819,46.583687034084356,18,3,toys,28,F,UK,desktop,crypto,0.109.176.65,Toronto,2025-11-17 04:45:00,8,Same as billing,Chrome,0.0
3957,2681,48.62627691922347,8,4,electronics,58,M,China,desktop,crypto,254.8.49.117,Berlin,2025-11-17 05:00:00,9,Different,Firefox,0.0
3958,2665,27.61551395552289,9,6,electronics,59,M,UK,tablet,crypto,232.60.72.141,Bangalore,2025-11-17 05:15:00,5,Different,Edge,0.0
3959,2863,12.903115159797718,6,0,books,27,F,China,mobile,paypal,97.217.183.167,Toronto,2025-11-17 05:30:00,9,Same as billing,Firefox,0.0
3960,6428,34.638012903339245,6,6,clothing,18,M,Germany,desktop,credit_card,187.198.157.66,Montreal,2025-11-17 05:45:00,8,Same as billing,Edge,0.0
3961,6091,48.89472304341068,16,4,electronics,44,M,Germany,tablet,credit_card,108.13.132.38,Montreal,2025-11-17 06:00:00,2,Different,Firefox,0.0
3962,3506,44.24660869364937,21,6,toys,34,M,Germany,tablet,credit_card,79.13.72.246,Guangzhou,2025-11-17 06:15:00,5,Same as billing,Firefox,0.0
3963,9023,43.781682926565836,9,3,home,76,M,France,desktop,credit_card,27.216.63.185,London,2025-11-17 06:30:00,9,Different,Safari,0.0
3964,4880,47.02181075632769,12,2,toys,61,F,Canada,tablet,crypto,82.245.118.253,Chicago,2025-11-17 06:45:00,9,Different,Edge,0.0
3965,4277,45.22785172486462,17,3,home,61,M,China,desktop,credit_card,142.30.85.31,Lyon,2025-11-17 07:00:00,8,Different,Firefox,0.0
3966,6576,39.93267488082318,11,1,groceries,68,M,India,desktop,debit_card,226.43.220.218,Guangzhou,2025-11-17 07:15:00,2,Different,Edge,0.0
3967,2704,37.322277447282225,14,6,groceries,34,F,Germany,mobile,paypal,11.211.116.66,London,2025-11-17 07:30:00,6,Same as billing,Safari,0.0
3968,8281,16.914522818513944,13,3,clothing,56,F,UK,tablet,credit_card,64.144.54.175,Birmingham,2025-11-17 07:45:00,1,Different,Chrome,0.0
3969,2482,32.960300964280215,19,1,clothing,72,F,China,desktop,crypto,163.133.81.3,Birmingham,2025-11-17 08:00:00,7,Same as billing,Chrome,0.0
3970,631,28.466987976765026,20,4,groceries,60,F,India,desktop,credit_card,113.146.16.127,Montreal,2025-11-17 08:15:00,6,Different,Chrome,0.0
3971,6179,43.7874841211446,10,1,clothing,73,F,India,mobile,paypal,30.63.8.185,Berlin,2025-11-17 08:30:00,8,Same as billing,Chrome,0.0
3972,734,27.127065807053242,20,6,home,19,M,UK,desktop,bank_transfer,207.254.231.188,London,2025-11-17 08:45:00,7,Same as billing,Chrome,0.0
3973,102,10.748424359421008,11,5,home,65,M,China,mobile,bank_transfer,216.157.33.189,Birmingham,2025-11-17 09:00:00,2,Same as billing,Firefox,0.0
3974,8497,5.223761839505713,6,4,books,40,M,China,desktop,crypto,226.178.190.145,Berlin,2025-11-17 09:15:00,2,Different,Chrome,0.0
3975,6051,35.504290421089934,14,1,clothing,58,F,USA,tablet,crypto,217.88.126.128,Berlin,2025-11-17 09:30:00,2,Different,Chrome,0.0
3976,5726,29.745877420722266,9,6,clothing,79,F,India,tablet,crypto,245.54.70.128,Chicago,2025-11-17 09:45:00,6,Different,Safari,0.0
3977,7839,19.893330696130175,7,6,books,76,M,Canada,tablet,credit_card,236.222.1.56,New York,2025-11-17 10:00:00,8,Same as billing,Safari,0.0
3978,6103,12.603746751705065,11,3,toys,27,F,Germany,mobile,paypal,22.30.60.62,Chicago,2025-11-17 10:15:00,1,Same as billing,Firefox,0.0
3979,2990,26.002189508175597,7,0,home,70,F,Canada,tablet,paypal,19.106.13.211,Lyon,2025-11-17 10:30:00,2,Different,Chrome,0.0
3980,6339,9.512891261550754,8,4,toys,59,M,Germany,mobile,paypal,117.51.230.204,Berlin,2025-11-17 10:45:00,5,Different,Chrome,0.0
3981,8126,20.12488201495144,12,1,electronics,47,M,UK,mobile,bank_transfer,141.46.250.82,Birmingham,2025-11-17 11:00:00,9,Same as billing,Safari,0.0
3982,3406,22.06453578060355,22,0,books,52,M,Canada,mobile,paypal,216.21.6.49,Berlin,2025-11-17 11:15:00,8,Different,Safari,0.0
3983,997,25.952841267708298,14,6,electronics,42,F,Canada,desktop,crypto,187.229.54.75,London,2025-11-17 11:30:00,1,Different,Firefox,0.0
3984,9377,25.997933810248107,14,1,electronics,34,M,Germany,mobile,credit_card,15.55.175.31,Lyon,2025-11-17 11:45:00,8,Same as billing,Firefox,0.0
3985,9571,16.565253956342474,10,1,clothing,77,F,Germany,desktop,bank_transfer,237.43.100.21,Guangzhou,2025-11-17 12:00:00,7,Same as billing,Safari,0.0
3986,770,43.25949417208944,11,1,toys,63,M,India,mobile,credit_card,209.231.52.126,Montreal,2025-11-17 12:15:00,9,Different,Edge,0.0
